Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
0.2359699999999255,1200,,,,-0.0392578125,0.020703125,-0.992578125,0.00015769061482822836,1.5760626985223043,7.587525081634522,0.16179354265332221,0,0,1.2276133295501386,0,0,0,0,0.4359375,,
0.23919674999987478,1240,,,,-0.0314453125,0.02900390625,-0.99541015625,0.00009470176646843995,2.4780928048612068,7.578273606300354,0.294758340716362,0,0,2.2337561049279344,0,0,0,0,0.226953125,,
3.737273249999911,1280,,,,-0.03466796875,0.008984375,-0.99208984375,-0.0001175109756881009,4.626322331169728,7.563510894775391,0.47021677941083906,7365,0,3.556491151260174,0.08890468102078351,2.512480465002425,43.67312270597891,1.301163082188931,0.44833984375,,
7.2389767499998685,1320,,,,-0.03837890625,0.02587890625,-0.98798828125,-0.00029514871497642373,7.038475348708743,7.549689793586731,0.6474434971809387,10269,0,4.887987627145359,0.31747464102588263,6.513600905261349,22.772723651222382,1.4408193654061001,0.180859375,,
10.738758999999893,1360,,,,-0.04013671875,0.02626953125,-0.991796875,-0.0005123629286078716,10.082861483220553,7.533621382713318,0.8313535690307617,12189,0,6.263098871354302,0.6539520814780373,10.453535309280209,15.597014470279165,1.6105055753883097,0.20771484375,,
14.21233649999987,1400,,,,-0.038671875,-0.0025390625,-0.9826171875,-0.000587399130081251,13.53580997099848,7.51384539604187,1.019013410806656,14076,0,7.656710091750412,0.8658926838679688,11.312948030321762,16.670323362957436,1.7687987130703722,0.1900390625,,
17.689265249999856,1440,,,,-0.03349609375,0.016796875,-0.98857421875,-0.00132778927947376,17.348525065598675,7.494750070571899,1.2063569605350495,15819,0,9.041339330824604,2.1996217207567903,24.3464723984126,7.904521292336824,1.919796710079948,0.308203125,,
21.1905544999999,1480,,,,-0.04453125,0.00947265625,-0.99091796875,-0.0016473419735029786,21.86018574782489,7.474578213691712,1.4014059364795686,17665,0,10.474910335232309,3.047389473562178,29.106390372242725,7.183386196501621,2.0880098419310142,0.19951171875,,
24.689016999999843,1520,,,,-0.02490234375,0.003515625,-0.9865234375,-0.0020334861356360824,26.678193619665798,7.45052661895752,1.6222069263458252,19565,0,12.086268208287464,4.16635280294989,34.51348134718474,6.408993026283169,2.210212094946372,0.2533203125,,
28.189849749999876,1560,,,,-0.03115234375,0.00986328125,-0.98251953125,-0.0024142082152766977,31.91271923767436,7.42809374332428,1.8182712137699126,21394,0,13.506274914612826,5.408705592138959,40.05732508057032,5.904163935928184,2.363636432408586,0.23798828125,,
31.689472499999823,1600,,,,-0.0265625,0.0201171875,-0.9880859375,-0.002839009813712483,37.88443585140173,7.4029624462127686,2.0420035123825073,23155,0,15.116869013199913,6.884080556262662,45.55285569276594,5.505472231155961,2.506946764030643,0.238671875,,
35.18910749999991,1640,,,,-0.02646484375,0.03984375,-0.9962890625,-0.003419603830274831,45.09222483082448,7.375255441665649,2.297821033000946,25028,0,16.947015849237992,8.962453482779598,52.91442504188554,5.033620272447352,2.6618448404220065,0.3162109375,,
38.68965724999994,1680,,,,-0.03154296875,0.016015625,-0.99189453125,-0.004178744996057304,53.24767297334622,7.345318293571472,2.6145179510116576,26880,0,19.204495371481194,11.763223054983156,61.267521656289134,4.531016666403569,2.773165902689488,0.7189453125,,
42.19012249999987,1720,,,,0.0177734375,-0.12529296875,-1.0076171875,-0.0040127648531463125,60.527661925148465,7.313619756698609,2.929584324359894,28717,0,21.42585282968692,12.067300740675222,56.3256183395231,5.017418949577505,2.8251549526038593,2.1033203125,,
45.68988974999989,1760,,,,0.00341796875,-0.20703125,-0.95341796875,-0.004400668953588418,64.40397735119458,7.286817288398742,3.1797688722610475,29786,0,23.170387565038233,13.729319351405596,59.26145851124826,4.698522250575059,2.779662665210649,1.990234375,,
49.1899632499999,1800,,,,0.0068359375,0.012890625,-1.0041015625,-0.005047613361924441,72.98400773373844,7.250510168075562,3.591343939304352,31432,0,26.039017827115327,16.61449762642041,63.81432424237886,4.393443362629159,2.8032883747316903,2.52333984375,,
52.689978749999945,1840,,,,-0.1033203125,-0.3939453125,-0.5025390625,-0.006016511702249924,77.06305758873084,7.223607325553894,3.856637120246887,32355,0,27.858830588965454,20.384949926918356,73.17245302338722,3.7811256822768815,2.7661983767030693,2.10517578125,,
56.19031399999991,1880,,,,-0.1888671875,-0.12509765625,-0.8541015625,-0.006194888104534864,78.53152879436543,7.210185432434082,3.9144693851470946,32200,0,28.2240429922687,20.888796698659643,74.01006099795812,3.7597864077117,2.7824333280923637,2.3474609375,,
59.69032999999979,1920,,,,-0.11796875,-0.2345703125,-0.875,-0.006086492293717706,76.6495787874603,7.20673258304596,3.8436279296875,32289,0,27.699995663161314,20.580044237772665,74.29585209686536,3.725242204766884,2.767136135727501,2.44599609375,,
63.19057924999987,1960,,,,-0.15625,0.0060546875,-1.0287109375,-0.006145392531635779,77.92185195415,7.19881660938263,3.873571002483368,32205,0,27.88512337620829,20.725317557780038,74.32422386358897,3.760067338566249,2.794393416209109,2.49560546875,,
66.69120724999995,2000,,,,-0.04169921875,0.084375,-1.10615234375,-0.00618176800505945,77.58734981356164,7.193946695327758,3.8579305171966554,32196,0,27.753748746918223,20.84185988015664,75.0956140274597,3.7231437219229475,2.7955723280820663,2.65888671875,,
