Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
0,1000,,,,-0.0625,0.05078125,-0.95703125,-0.00013120607594167813,0.1572361864688296,4.152500152587891,0.17536295576486738,0,0,0.7281947005718753,0,0,0,0,0.05859375,,
0,1010,,,,-0.0625,0.048828125,-0.958984375,-0.00011820521313650534,0.0243605359317905,4.154000282287598,0.17231119795236738,0,0,0.7157807649354482,0,0,0,0,0.05859375,,
0.05035499995946884,1020,,,,-0.0625,0.05078125,-0.95703125,-0.00022819935502763834,-0.5447901672018602,4.156000137329102,0.17074171824846418,0,0,0.7096026044884239,0,0,0,0,0.05859375,,
0.0975,1030,,,,-0.0625,0.05078125,-0.95703125,-0.00013308777976874263,-0.5735798914848854,4.1545000076293945,0.16864908857736738,0,0,0.7006526397813632,0,0,0,0,0.05859375,,
0.1487999999821186,1040,,,,-0.0625,0.048828125,-0.958984375,-0.00019261804629769176,-0.8946960469493964,4.155428886413574,0.18050734324846418,0,0,0.7500854283444384,0,0,0,0,0.05859375,,
0.20107499998807907,1050,,,,-0.0625,0.048828125,-0.958984375,-0.00005970133051322773,-0.9854944081497065,4.1474289894104,0.22445265574846418,0,0,0.9309014512013333,0,0,0,0,0.05859375,,
0.24681999999284746,1060,,,,-0.0625,0.05078125,-0.955078125,-0.00002788342943741008,-0.5492193555530949,4.144571781158447,0.23700846357736738,0,0,0.9822985900384765,0,0,0,0,0.05859375,,
0.2976399999856949,1070,,,,-0.0625,0.048828125,-0.95703125,-0.00028362408593390133,-1.0696489868231647,4.138857364654541,0.2718857042351738,0,0,1.1252961493180353,0,0,0,0,0.05859375,,
0.3472949999570847,1080,,,,-0.048828125,0.041015625,-0.96875,-0.00021725126003380865,-0.4451334292990809,4.136499881744385,0.3041471354523674,0,0,1.258104589831611,0,0,0,0,0.05859375,,
0.3972150000035763,1090,,,,-0.0625,0.048828125,-0.96875,-0.00009665115111740306,0.6090133982947624,4.132500171661377,0.3261197917023674,0,0,1.3476900951922057,0,0,0,0,0.05859375,,
0.44915499997138975,1100,,,,-0.0625,0.05078125,-0.986328125,-0.00008741369596635923,-0.033218912634259766,4.129000186920166,0.3590787760773674,0,0,1.4826363335425143,0,0,0,0,0.05859375,,
0.4975799999833107,1110,,,,-0.046875,0.052734375,-1.001953125,-0.00006757027379004285,0.50382017495294,4.125143527984619,0.382097762064077,0,0,1.5762081102360341,0,0,0,0,0.05859375,,
