Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
0,1000,,,,-0.0625,0.05078125,-0.95703125,0.0002949143088962883,0.18824050492747205,4.0102858543396,0.21747721357736738,0,0,0.8721457932505083,0,0,0,0,0.05859375,,
0,1000.5,,,,-0.0625,0.05078125,-0.95703125,0.00009613795916456729,-0.1959915845421326,4.012571811676025,0.20492140574846418,0,0,0.8222618563153128,0,0,0,0,0.05859375,,
0.022530000000260772,1001,,,,-0.0625,0.05078125,-0.95703125,-0.00011392861352954059,-0.3532277710109622,4.009999752044678,0.20160807295236738,0,0,0.8084483225491985,0,0,0,0,0.05859375,,
0.05005500000016764,1001.5,,,,-0.0625,0.05078125,-0.958984375,-0.00003113364513870329,-1.0430738567157567,4.012571811676025,0.19376068933401258,0,0,0.7774786802325744,0,0,0,0,0.05859375,,
0.0729000000001397,1002,,,,-0.0625,0.05078125,-0.958984375,0.00009408519135322422,-1.0729708780865905,4.012889385223389,0.19794596357736738,0,0,0.794335256087433,0,0,0,0,0.05859375,,
0.09615500000026077,1002.5,,,,-0.0625,0.05078125,-0.95703125,-0.000037120884588453916,-0.8459749750858154,4.012500286102295,0.19916666670236738,0,0,0.7991563071252895,0,0,0,0,0.05859375,,
0.11847500000009313,1003,,,,-0.0625,0.05078125,-0.958984375,-0.00002822555740596726,-0.9002325323884399,4.012571811676025,0.21259440107736738,0,0,0.8530503010831916,0,0,0,0,0.05859375,,
0.1649450000000652,1003.5,,,,-0.0625,0.05078125,-0.95703125,0.0001608001452218741,-0.6588417672461521,4.010000228881836,0.20649088545236738,0,0,0.8280284979260062,0,0,0,0,0.05859375,,
0.1887200000002049,1004,,,,-0.0625,0.05078125,-0.95703125,-0.000011803414915222673,-1.152696268408814,4.010500431060791,0.20343912763986738,0,0,0.8158927090943194,0,0,0,0,0.05859375,,
0.21314500000025147,1004.5,,,,-0.0625,0.05078125,-0.95703125,-0.00006038558645034209,-1.5347137637028014,4.010857582092285,0.19934105499181898,0,0,0.7995285818362123,0,0,0,0,0.05859375,,
0.23590500000002795,1005,,,,-0.0625,0.048828125,-0.958984375,-0.000024120021783281118,-1.3387221791606687,4.012499809265137,0.21015299482736738,0,0,0.8432388516613089,0,0,0,0,0.05859375,,
0.26011500000022353,1005.5,,,,-0.0625,0.048828125,-0.95703125,-0.000012658734836615622,-0.8847303731591186,4.012000560760498,0.20588053388986738,0,0,0.8259928174158186,0,0,0,0,0.05859375,,
0.28217000000015835,1006,,,,-0.0625,0.048828125,-0.95703125,-0.000012829798820894212,-0.47281585649429736,4.010499954223633,0.18940104170236738,0,0,0.7595928690772528,0,0,0,0,0.05859375,,
0.30442000000015834,1006.5,,,,-0.0625,0.05078125,-0.958984375,0.00003883152443123981,-0.5547558409921383,4.009333610534668,0.20445638521108778,0,0,0.8197338571152375,0,0,0,0,0.05859375,,
0.32706000000005586,1007,,,,-0.0625,0.05078125,-0.958984375,0.0001286401161774993,-0.5492193555530949,4.008000373840332,0.20282877607736738,0,0,0.8129378103436654,0,0,0,0,0.05859375,,
0.3501950000000652,1007.5,,,,-0.0625,0.05078125,-0.958984375,0.000120429044932127,-0.5436828701140516,4.013143062591553,0.18748280032072218,0,0,0.7523952994623435,0,0,0,0,0.05859375,,
0.3753000000002794,1008,,,,-0.0625,0.05078125,-0.95703125,0.00003541024474566802,-0.2823607573912081,4.009500026702881,0.21381510420236738,0,0,0.8572916660088713,0,0,0,0,0.05859375,,
0.3981750000000466,1008.5,,,,-0.0625,0.048828125,-0.95703125,0.000017106398427858948,-0.3100431845864245,4.011500358581543,0.20282877607736738,0,0,0.8136477079650147,0,0,0,0,0.05859375,,
0.42073500000033526,1009,,,,-0.0625,0.052734375,-0.955078125,0.00007509708909830078,-0.814970656627173,4.013500690460205,0.19977701826486738,0,0,0.8018052007441262,0,0,0,0,0.05859375,,
0.4437600000002421,1009.5,,,,-0.0625,0.048828125,-0.95703125,-0.000006500431402586401,-1.0596833130328869,4.0102858543396,0.21329193933401258,0,0,0.8553616471558507,0,0,0,0,0.05859375,,
0.46622500000009315,1010,,,,-0.0625,0.05078125,-0.95703125,-0.00007868943276815117,-0.3332964234304064,4.009714603424072,0.20352631433401258,0,0,0.8160824347661684,0,0,0,0,0.05859375,,
0.4882250000000931,1010.5,,,,-0.0625,0.05078125,-0.958984375,0.000011461286946665496,-0.6001550215922932,4.0102858543396,0.19236561282072218,0,0,0.7714410959563105,0,0,0,0,0.05859375,,
