Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
0.23827550000024494,1300,,,,-0.02890625,0.02060546875,-0.9859375,0.0009685936726722553,3.5511117248998767,7.80212562084198,0.7543698251247406,11516,0,5.88568928567545,1.1679766396864901,19.862847699748862,3.065567861490291,0.6037963434761824,0.1927734375,,
0.23841299999982585,1328,,,,-0.04267578125,0.02021484375,-0.99140625,0.0010680746465016428,4.957547300096672,7.7833349227905275,0.8438124865293503,12423,0,6.567675683816378,1.3895110910189628,21.189290047911676,3.583003035079208,0.7549906109675121,0.24326171875,,
3.739190749999834,1356,,,,-0.03076171875,0.0369140625,-0.99033203125,0.0012180507437902287,6.626450766468719,7.766054177284241,0.9517095655202865,13395,0,7.391024377108993,1.7086966120908547,23.127561536231912,3.899261549551663,0.8969475371671932,0.15615234375,,
7.23907374999982,1384,,,,-0.0322265625,0.008984375,-0.9853515625,0.0010669033653244874,8.869419969617455,7.749971389770508,1.0302445709705352,14274,0,7.984345515528557,1.5947959626589978,19.980219052902456,5.583503251060048,1.1109272996170623,0.18037109375,,
10.738908249999861,1412,,,,-0.04130859375,0.04072265625,-0.9908203125,0.0013752765779097033,10.377977489297061,7.73206856250763,1.1305541932582854,15088,0,8.741528112517667,2.173022540751898,24.865704059069806,4.786863774505766,1.188039187352874,0.19501953125,,
14.24263074999978,1440,,,,-0.02861328125,0.01728515625,-0.98125,0.0017077077397845623,12.331998342770339,7.711384749412536,1.2206641376018523,16018,0,9.412978316236401,2.8646238396449397,30.468776601642826,4.322657205367756,1.3111255801346566,0.32529296875,,
17.739281249999813,1468,,,,-0.02314453125,0.03017578125,-0.99814453125,0.0018377272647630255,14.581356166275377,7.694955587387085,1.3203914642333985,16928,0,10.160324962916002,3.257847965861715,32.07270506035189,4.488836001090212,1.4355623211576884,0.20908203125,,
21.239453499999804,1496,,,,-0.03876953125,0.0236328125,-0.994140625,0.0020281680336916527,16.646927219997238,7.678215670585632,1.4134269654750824,17812,0,10.85260498315939,3.7830520095750195,34.89000616930343,4.403815961899283,1.5348658354582598,0.18828125,,
24.740912249999894,1524,,,,-0.04111328125,0.01982421875,-0.99130859375,0.0022671011573062896,19.366791189062287,7.661377310752869,1.5236191511154176,18637,0,11.673018908076276,4.424684843937544,37.91820307303252,4.381327304073045,1.659900324079068,0.219140625,,
28.23981774999974,1552,,,,-0.02490234375,0.03466796875,-0.98564453125,0.002402570231162278,22.06293743958017,7.644060468673706,1.6591697037220001,19463,0,12.682764385130785,4.898203718667601,38.63410504051941,4.513197133484898,1.740277772911448,0.2423828125,,
